Title;ID;Description;Date;Hour;Class;Price;Categoria;Modelo;Marca;Ano;Quilometragem;Potência do motor;Combustível;Cor;CEP;City;Neighborhood;Link;Tipo de veículo;Câmbio;Direção;Portas;Final de placa;Vidro elétrico;Air bag;Trava elétrica;Ar condicionado;Direção hidráulica;Alarme;Som;Sensor de ré;Câmera de ré;Blindado
HYUNDAI HB20 2019/2020 1.0 12V FLEX SENSE MANUAL;906579952;Veículo: HYUNDAI HB20 1.0 12V FLEX SENSE MANUAL Ano: 2019... ver número Cor: Dourado  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Outros opcionais: Freio ABS, Desembaçador traseiro, Limpador traseiro, Rádio, Computador de bordo  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;18:53;professional;55000;Carros, vans e utilitários;HYUNDAI HB20 SENSE 1.0 12V FLEX MEC.;HYUNDAI;2020;47733;;Flex;;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2019-2020-1-0-12v-flex-sense-manual-906579952;Passeio;Manual;;4 portas;7;yes;;yes;yes;;yes;;;;
FORD KA 2019/2020 1.0 TI-VCT FLEX SE SEDAN MANUAL;916057975;Veículo: FORD KA 1.0 TI-VCT FLEX SE SEDAN MANUAL Ano: 2019... ver número Cor: Branco  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Outros opcionais: Freio ABS, Sensor de estacionamento, Banco do motorista com ajuste de altura, Computador de bordo  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;18:53;professional;52200;Carros, vans e utilitários;FORD KA 1.0 SE 12V FLEX 4P MANUAL;FORD;2020;48188;;Flex;;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2019-2020-1-0-ti-vct-flex-se-sedan-manual-916057975;Passeio;Manual;;4 portas;7;yes;;yes;yes;;yes;;;;
Fusion 2007 valor 20 mil reais ;932368611;4 pneus novos  Com 95 mil km  Zap 9811... ver número;16/09;18:50;amateur;20000;Carros, vans e utilitários;FORD FUSION SEL 2.3 16V  162CV AUT.;FORD;2007;95000;2.0 - 2.9;Gasolina;Cinza;57084632;Maceió;Benedito Bentes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fusion-2007-valor-20-mil-reais-932368611;Sedã;Automático;Hidráulica;4 portas;;;;;;;;;;;
Ranger 3.0 XLT DIESEL - 2011 (EXTRA) ;932368300;Excelente custo beneficio Mecanica confiável Baixa manutenção Carro todo revisado Pneus novos Baixa KM Sem detalhes a fazer Motor Turbo Diesel 163cv  Oportunidade e ótimo custo beneficio   Siga empresa no Instagram: Lc_Car_;16/09;18:48;professional;69900;Carros, vans e utilitários;FORD RANGER XLT 3.0 PSE 163CV 4X4 CD TB DIES.;FORD;2011;125000;3.0 - 3.9;Diesel;;57051290;Maceió;Farol;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ranger-3-0-xlt-diesel-2011-extra-932368300;Pick-up;Manual;Hidráulica;4 portas;;yes;yes;yes;yes;yes;yes;yes;;;
Excelente oportunidade HB20 1.6 Comf/Plus 2016;932368052;Carro em excelente estado, pouquíssimas marcas de uso.   Completo Exceto sensor de ré  ;16/09;18:48;amateur;51990;Carros, vans e utilitários;HYUNDAI HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.;HYUNDAI;2016;75000;1.6;Flex;Branco;57060690;Maceió;Tabuleiro do Martins;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/excelente-oportunidade-hb20-1-6-comf-plus-2016-932368052;Hatch;Manual;Hidráulica;4 portas;3;yes;yes;yes;yes;yes;yes;yes;;;
Corsa Sedan Premium - 2012;932365340;Corsa Sedan Premium - 2012 Licenciamento 2021 - OK GNV - Regularizado  4 Pneus Novos  Ar Condicionado Gelando  190.000 KM Rodados  Valor R$19.500,00 Contato (82) 9 9386... ver número Ligação e WhatsApp ;16/09;18:39;amateur;19500;Carros, vans e utilitários;GM - CHEVROLET CORSA SED. PREMIUM 1.4 8V ECONOFLEX 4P;GM - CHEVROLET;2012;190000;1.4;Gás Natural;Branco;57018710;Maceió;Chã de Bebedouro;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/corsa-sedan-premium-2012-932365340;Sedã;Manual;Hidráulica;4 portas;6;yes;;yes;yes;yes;yes;;;;
Onix 2014;923182073;Entrada a partir de 2.500 Parcela a partir de 699,00  Onix  2014, Carro extremamente, completo conservado, todas as revisões feitas, flex Km: 70.000  Trabalhamos com todos os modelos populares  MAIS INFORMAÇÕES LINK:https://whats.link/mayaratavaresoliveira OU FONE: (82) 9 8165... ver número MAYARA;16/09;18:39;professional;None;Carros, vans e utilitários;GM - CHEVROLET ONIX HATCH LT 1.4 8V FLEXPOWER 5P MEC.;GM - CHEVROLET;2014;70000;1.4;Flex;Cinza;57048025;Maceió;Antares;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/onix-2014-923182073;Hatch;Manual;Hidráulica;4 portas;4;yes;;yes;yes;yes;yes;yes;;;
Ford fiesta sedan 1.6;888103570;Ford fiesta sedan 1.6 carro com laudo veicular cautelar aprovado.  Financiamos... Contato: 82 9999... ver número zap;16/09;18:38;professional;22500;Carros, vans e utilitários;FORD FIESTA CLASS 1.6 8V 98CV 5P;FORD;2009;158000;1.6;Flex;Prata;57035700;Maceió;Jatiúca;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-fiesta-sedan-1-6-888103570;;Manual;Hidráulica;4 portas;3;yes;;yes;yes;yes;yes;yes;;;
Fiat Toro Endurance 1.8 AT6 FLEX (Aut);923744814;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Air bag motorista Air bag passageiro Ar condicionado Capota marítima Central multimídia Computador de bordo Direção elétrica Direção hidráulica Distribuição eletrônica de frenagem Entrada USB Freio ABS Piloto automático Protetor de caçamba Rádio Sensor de estacionamento Travas elétricas Vidros elétricos Volante com regulagem de altura;16/09;18:37;professional;95450;Carros, vans e utilitários;FIAT TORO ENDURANCE 1.8 16V FLEX MEC.;FIAT;2020;31001;1.8;Flex;Branco;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-toro-endurance-1-8-at6-flex-aut-923744814;Passeio;Automático;Hidráulica;4 portas;5;yes;yes;yes;yes;;;;yes;;
Ka 2018 1.5 completo troco por motos Wagner caminhões!!;844479427;Financio  Dividir até 24x no cartão  Troco por moto  Troco por carros  82 Zap9963... ver número ;16/09;18:34;professional;44599;Carros, vans e utilitários;FORD KA SEL 1.5 16V FLEX 5P;FORD;2018;52000;1.5;Flex;Branco;57075000;Maceió;Santos Dumont;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ka-2018-1-5-completo-troco-por-motos-wagner-caminhoes-844479427;Hatch;Manual;;4 portas;5;yes;yes;yes;yes;yes;yes;yes;;;
Amarok V6 Extreme 19/19 Blindada ;927388139;Amarok Extreme V6 19/19 Blindada, top de linha sem detalhes. Único dono com 76 mil km originais. Blindagem Imbra, a melhor, com 10 anos de garantia.  ;16/09;18:27;amateur;254990;Carros, vans e utilitários;VW - VOLKSWAGEN AMAROK EXTREME CD 3.0 4X4 TB DIES. AUT.;VW - VOLKSWAGEN;2019;76000;;Diesel;Cinza;57035000;Maceió;Ponta Verde;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/amarok-v6-extreme-19-19-blindada-927388139;;Automático;Hidráulica;4 portas;0;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes
FIAT ARGO 2019/2020 1.0 FIREFLY FLEX DRIVE MANUAL;920387780;Veículo: FIAT ARGO 1.0 FIREFLY FLEX DRIVE MANUAL Ano: 2019... ver número Cor: Cinza  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Outros opcionais: Freio ABS, Desembaçador traseiro, Limpador traseiro, Rádio, Encosto de cabeça traseiro, Volante com Regulagem de Altura, Sensor de estacionamento, Banco do motorista com ajuste de altura, Computador de bordo, GPS  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;18:27;professional;58490;Carros, vans e utilitários;FIAT ARGO;FIAT;2020;65391;;Flex;;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-2019-2020-1-0-firefly-flex-drive-manual-920387780;Passeio;Manual;;4 portas;0;yes;;yes;yes;;yes;;;;
FORD KA 2019/2019 1.0 TI-VCT FLEX SE MANUAL;923518443;Veículo: FORD KA 1.0 TI-VCT FLEX SE MANUAL Ano: 2019... ver número Cor: Branco  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;18:27;professional;46900;Carros, vans e utilitários;FORD KA 1.0 SE 12V FLEX 4P MANUAL;FORD;2019;50586;;Flex;;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2019-2019-1-0-ti-vct-flex-se-manual-923518443;Passeio;Manual;;4 portas;2;;;;yes;;;;;;
COMPASS LONGITUDE 2.0 AT 2019 ;911783332;Antigo dono não fumante Combustível Diesel  Único dono   Direção elétrica, Combustível Diesel, Câmbio automático, Controle de estabilidade, Faróis de neblina, Controle de tração, Controle automático de descida, Luzes de condução diurna, Assistente de partida em rampa, Faróis de neblina, Alarme antifurto perimétrico, Ar-condicionado automático, Limitador de velocidade, Troca de marchas no volante, Rodas de liga leve, Chave presencial, Freio de estacionamento elétrico, Controle automático de velocidade, Volante multifuncional, Computador de bordo, Rádio, Conexão Bluetooth.   WhatsApp: 8298... ver número ;16/09;18:26;professional;158990;Carros, vans e utilitários;JEEP COMPASS LONGITUDE 2.0 4X4 DIES. 16V AUT.;JEEP;2019;42000;2.0 - 2.9;Diesel;Branco;57037532;Maceió;Mangabeiras;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/compass-longitude-2-0-at-2019-911783332;SUV;Automático;Elétrica;4 portas;7;yes;yes;yes;yes;;yes;yes;yes;yes;
Vende-se S10 ;932361708;Alarme , vidros elétricos, trava , sensor de Ré Whats : 8299... ver número;16/09;18:24;amateur;49500;Carros, vans e utilitários;GM - CHEVROLET S10;GM - CHEVROLET;2011;1665;2.0 - 2.9;Flex;Prata;57043260;Maceió;Feitosa;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vende-se-s10-932361708;Pick-up;Manual;Hidráulica;4 portas;1;yes;;yes;yes;yes;yes;yes;yes;;
Tucson 2017 automática ;907520748;Carro todo revisado sem detalhes.;16/09;18:23;professional;59900;Carros, vans e utilitários;HYUNDAI TUCSON 2.0 16V AUT.;HYUNDAI;2017;78000;2.0 - 2.9;Flex;Prata;57057450;Maceió;Pinheiro;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/tucson-2017-automatica-907520748;SUV;Automático;Hidráulica;4 portas;6;yes;yes;yes;yes;;yes;yes;;;
C180 COUPE 1.6 TURBO ;905645887;Veículo extra.. sem detalhes  Emplacado 2021 Apenas 980km;16/09;18:21;professional;189990;Carros, vans e utilitários;MERCEDES-BENZ C-180 CGI COUPE AVANT. 1.6 TB 16V AUT.;MERCEDES-BENZ;2017;980;1.6;Gasolina;Branco;57025640;Maceió;Poço;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/c180-coupe-1-6-turbo-905645887;Sedã;Automático;Elétrica;4 portas;5;yes;yes;yes;yes;;yes;yes;yes;yes;
RENEGADE 2020/2020 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;918234608;Veículo: JEEP RENEGADE 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO Ano: 2020... ver número Cor: Branco  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Outros opcionais: Freio ABS, Rodas de liga leve, Bancos de couro, Desembaçador traseiro, Rádio, Encosto de cabeça traseiro, Volante com Regulagem de Altura, Sensor de estacionamento, Banco do motorista com ajuste de altura, Computador de bordo, Controle automático de velocidade, Controle de tração  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;18:21;professional;95000;Carros, vans e utilitários;JEEP RENEGADE LONGITUDE 1.8 4X2 FLEX 16V AUT.;JEEP;2020;51223;;Flex;;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/renegade-2020-2020-1-8-16v-flex-longitude-4p-automatico-918234608;Passeio;Automático;;4 portas;8;yes;;yes;yes;;yes;;;;
 Corsa Hatch Maxx 1.4 2012 R$: 25.000,00;931303970;Corsa 1.4 completo de tudo, revisado, pneus em ótimo estado, emplacado 2021, farol de milha, rodas de liga leve originais, pronto para uso, procedência total. Tel: (82) 9965... ver número / 9889... ver número Zap ;16/09;18:21;amateur;25000;Carros, vans e utilitários;GM - CHEVROLET CORSA HAT. MAXX 1.4 8V ECONOFLEX 5P;GM - CHEVROLET;2012;141000;1.4;Flex;Cinza;57045367;Maceió;Barro Duro;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/corsa-hatch-maxx-1-4-2012-r-25-000-00-931303970;Hatch;Manual;Hidráulica;4 portas;7;yes;;yes;yes;yes;yes;yes;;;
SANDERO 2020/2021 1.6 16V SCE FLEX STEPWAY ZEN MANUAL;906578487;Veículo: RENAULT SANDERO 1.6 16V SCE FLEX STEPWAY ZEN MANUAL Ano: 2020... ver número Cor: Branco  Informações complementares: Único Dono, IPVA PAGO, Licenciado  Outros opcionais: Freio ABS, Desembaçador traseiro, Limpador traseiro, Rádio, Sensor de estacionamento, Banco do motorista com ajuste de altura, Computador de bordo  Observação:Se você está sonhando em trocar de carro, agora você está na direção certa! O seminovo mais novo do Brasil está na Localiza Seminovos, onde você encontra a maior variedade de modelos do mercado e muitas vantagens, como condições únicas de financiamento, entrada facilitada em até 10 vezes sem juros, carros revisados e com garantia de quilometragem real, viabilizamos a troca do seu carro usado e entregamos seu novo carro na segurança de sua casa! Agende já seu atendimento!;16/09;18:15;professional;69100;Carros, vans e utilitários;RENAULT SANDERO STEPWAY FLEX 1.6 16V 5P;RENAULT;2021;47324;;Flex;;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/sandero-2020-2021-1-6-16v-sce-flex-stepway-zen-manual-906578487;Passeio;Manual;;4 portas;8;yes;;yes;yes;yes;yes;;;;
Toyota Corolla GLI Automático/73.000km - 2012;908701468;Vendo Toyota Corolla GLI 1.8 automático, ano 2011/2012.  Apenas 73.000KM originais, possui entradas na Toyota até 2020 com a quilometragem registrada. Veículo conservado, sem ralados ou amassados, pintura praticamente sem detalhe. Couro em perfeitas condições. Todos os vidros originais de fabrica.  Revisado recentemente, sem pendências. Suspensão toda justa, não faz um barulho, motor e câmbio sem nenhum vazamento. Ar condicionado digital gelando muito, todos os opcionais funcionando.   Modelo GLI, com o opcional dos bancos em couro e faróis de milhas. No mais, possui todos o itens de série da versão.  IPVA e licenciamento 2021 pagos, em meu nome, quitado. Pronto para transferir!  Carro está no farol, não levo em outros locais.  Contato: 82 9886... ver número  Propostas fora da realidade serão desconsideradas! Valor mínimo: R$47.000,00;16/09;18:04;amateur;47900;Carros, vans e utilitários;TOYOTA COROLLA GLI 1.8 FLEX 16V  AUT.;TOYOTA;2012;73000;1.8;Flex;Cinza;57052580;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-gli-automatico-73-000km-2012-908701468;Sedã;Automático;Hidráulica;4 portas;7;yes;yes;yes;yes;yes;yes;yes;;;
Volkswagen Voyage 1.6 MSI 8V (Flex);925775715;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Air bag motorista Air bag passageiro Ar condicionado Desembaçador traseiro Direção hidráulica Distribuição eletrônica de frenagem Freio ABS Travas elétricas Vidros elétricos;16/09;18:04;professional;62440;Carros, vans e utilitários;VW - VOLKSWAGEN VOYAGE 1.6 MSI FLEX 8V 4P;VW - VOLKSWAGEN;2021;51078;1.6;Flex;Branco;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-1-6-msi-8v-flex-925775715;Passeio;Manual;Hidráulica;4 portas;9;yes;yes;yes;yes;;;;;;
Fiat Mobi Evo Like 1.0 (Flex);919134634;Se você quer comprar um novo carro, precisa fazer isso com quem tem qualidade, procedência e entende do assunto. A Seminovos Movida conhece e cuida de seus veículos desde zero e é tanta confiança que damos 1 ano de garantia para todas as marcas e modelos. Aqui, você pode renovar a sua garagem com as melhores taxas e condições de pagamento e ainda avaliar o seu usado na troca. Isso sem contar as ofertas, que são as melhores do mercado. São mais de 70 lojas espalhadas por todo o Brasil. Acesse seminovosmovida.com.br, descubra qual a unidade mais próxima de você e venha nos visitar. IPVA pago,Licenciado Air bag motorista Air bag passageiro Ar condicionado Computador de bordo Direção hidráulica Distribuição eletrônica de frenagem Freio ABS Travas elétricas Vidros elétricos;16/09;18:04;professional;45950;Carros, vans e utilitários;FIAT MOBI LIKE 1.0 FIRE FLEX 5P.;FIAT;2020;46630;1.0;Flex;Branco;57052405;Maceió;Gruta de Lourdes;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/fiat-mobi-evo-like-1-0-flex-919134634;Passeio;Manual;Hidráulica;4 portas;5;yes;yes;yes;yes;;;;;;
Ford ka 2020 ;928795017;Carro muito novo sem detalhes ford ka 2020 completo (ar condicionado, direção elétrica, alarme, som, 4 pneus novos, chave reserva, manual) Interessado falar pelo zap 8299... ver número ;16/09;18:04;amateur;47500;Carros, vans e utilitários;FORD KA 1.0 SEL TIVCT FLEX 5P;FORD;2020;50000;1.0;Flex;Branco;57061060;Maceió;Tabuleiro do Martins;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-2020-928795017;Hatch;Manual;Elétrica;4 portas;2;yes;yes;yes;yes;yes;yes;yes;;;
Vende-se Fiat Argo 19/19, 1.0 Firefly, Completo, 27.800 km rodados!;932355471;- Vendo Fiat Argo Vermelho Completo. - Motor 1.0 Firefly - 27.800 km rodados apenas - Único dono - Na Garantia até 2022 - COM Chave Canivete, Sensor de Ré, Câmera de Ré e Central Multimídia.  - COM manual, nota fiscal e chave reserva. - SEM passagem por leilão, SEM avarias e SEM sinistros. - COM trava, alarme, vidro, ar condicionado, direção elétrica, computador de bordo, airbag. - Estepe pneu nunca foi usado. - IPVA 2021 pago.  (82) 9911... ver número com WhatsApp  Bruno ;16/09;18:03;amateur;52000;Carros, vans e utilitários;FIAT ARGO 1.0 6V FLEX.;FIAT;2019;27801;1.0;Flex;Vermelho;57035060;Maceió;Ponta Verde;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/vende-se-fiat-argo-19-19-1-0-firefly-completo-27-800-km-rodados-932355471;Hatch;Manual;Elétrica;4 portas;3;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Saveiro supersurf;932355378; vw/saleiro 1.6 supersurf 2007 completa, aceito moto como parte do pagamento.  Zap 9883... ver número;16/09;18:03;amateur;20000;Carros, vans e utilitários;VW - VOLKSWAGEN SAVEIRO;VW - VOLKSWAGEN;2007;187000;1.6;;;57063640;Maceió;Santa Amélia;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/saveiro-supersurf-932355378;;;;;;;;;;;;;;;
Saveiro 2014;932354211;Vendo saleiro 2014 completa super conservada,informações pelo zap 9822... ver número;16/09;17:59;amateur;33000;Carros, vans e utilitários;VW - VOLKSWAGEN SAVEIRO 1.6 MI TOTAL FLEX 8V CE;VW - VOLKSWAGEN;2014;110000;1.6;Flex;Cinza;57040260;Maceió;Jacintinho;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/saveiro-2014-932354211;Pick-up;Manual;Hidráulica;2 portas;2;yes;yes;yes;yes;yes;yes;yes;yes;yes;
Strada adventure 1.8 locker;932344942;Vendo strada conservada.  Completa ar.direcao.vidro alarme. Com sistema locker de tracao. Falar com wolney. 8857... ver número;16/09;17:52;amateur;26500;Carros, vans e utilitários;FIAT STRADA ADVENTURE 1.8/ 1.8 LOCKER FLEX CE;FIAT;2009;144000;1.8;Flex;Prata;57060390;Maceió;Tabuleiro do Martins;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/strada-adventure-1-8-locker-932344942;Pick-up;Manual;Hidráulica;;5;yes;yes;;yes;yes;yes;yes;;yes;
Corsa bem conservado;932344807;Corsa prata completo Ar condicionado(porém não está funcionando) Direção e trava Meu número 9870... ver número ;16/09;17:52;amateur;13500;Carros, vans e utilitários;GM - CHEVROLET CORSA HAT. MAXX 1.0/ 1.0 FLEXPOWER 8V 5P;GM - CHEVROLET;2007;230000;1.0;Flex;Prata;57015561;Maceió;Vergel do Lago;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/corsa-bem-conservado-932344807;Hatch;Manual;Hidráulica;4 portas;4;yes;;yes;yes;yes;;;;;
Saveiro Robust CS 2021;932339810;Oportunidade de ter um carro do ano com apenas 5 mil km  Venha conferir o que você não vai achar na loja  Ligue para olhar o carro tá garagem esperando o dono levar.  Dispenso curiosos e marreteiros.  82 9997... ver número Adailton;16/09;17:43;amateur;75000;Carros, vans e utilitários;VW - VOLKSWAGEN SAVEIRO ROBUST 1.6 TOTAL FLEX 8V;VW - VOLKSWAGEN;2021;5532;1.6;Flex;Branco;57030170;Maceió;Pajuçara;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/saveiro-robust-cs-2021-932339810;Pick-up;Manual;Hidráulica;2 portas;0;yes;yes;yes;yes;yes;;;;;
COROLLA GLI UPPER 2019 ;932338819;VENDO/TROCO CARRO BEM CONSERVADO ,, LIGUE;16/09;17:42;amateur;95000;Carros, vans e utilitários;TOYOTA COROLLA GLI UPPER 1.8 FLEX 16V AUT.;TOYOTA;2019;58000;1.8;Flex;;57025000;Maceió;Poço;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/corolla-gli-upper-2019-932338819;;Automático;Hidráulica;;;yes;yes;yes;yes;yes;yes;yes;yes;;
Ecosport 2017 SE ;932337621;Vendo Ecosport 2017 SE Muito nova Pneus semi novos Interior perfeito Toda revisada Nada para fazer Aceito oferta e troca por csrro automático mais novo. ;16/09;17:38;amateur;58900;Carros, vans e utilitários;FORD ECOSPORT S 1.6 16V FLEX 5P;FORD;2017;62000;1.6;Flex;Branco;57035000;Maceió;Ponta Verde;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2017-se-932337621;SUV;Automático;Elétrica;4 portas;7;yes;yes;yes;yes;;yes;yes;yes;;
Siena 2014 1.4 *PARCELADO DE ACORDO COM O SEU PERFIL*;903076515;"Siena 2015 1.4 Carro ideal para quem quer usá-lo para trabalhar pois JÁ VEM COM KIT GÁS!!  - Ar condicionado; - Direção hidráulica; - Vidro elétrico; - Estofados em estado de novo; - Revisão em dia; - Segue com garantia.  Financiamento em 36, 48 ou 60 meses. Mas se não aprovar, conheça outra linha de crédito.  Renerson Custódio - 9 9640... ver número";16/09;17:38;professional;None;Carros, vans e utilitários;FIAT SIENA ATTRACTIVE 1.4 FIRE FLEX 8V 4P;FIAT;2014;93000;1.4;Flex;Vermelho;57071230;Maceió;Clima Bom;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/siena-2014-1-4-parcelado-de-acordo-com-o-seu-perfil-903076515;Sedã;Manual;Hidráulica;;1;yes;yes;yes;yes;yes;yes;yes;;;
Prisma 2017;912530779;Parcelado de acordo com o seu perfil financeiro.  *IDEAL PARA APP *AUTÔNOMOS E INABILITADOS *POSSIBILIDADE PARA NEGATIVADOS   Fone/WhatsApp (82) 9 9640... ver número - Renerson Custódio  ;16/09;17:38;professional;None;Carros, vans e utilitários;GM - CHEVROLET PRISMA SED. JOY/ LS 1.0 8V FLEXPOWER 4P;GM - CHEVROLET;2017;75000;1.0;Flex;Prata;57071230;Maceió;Clima Bom;https://al.olx.com.br/alagoas/autos-e-pecas/carros-vans-e-utilitarios/prisma-2017-912530779;Sedã;Manual;Hidráulica;4 portas;1;yes;yes;yes;yes;yes;yes;yes;yes;yes;
